,name,industry_label_list,revenue,netIncome,equity,numEmployees,locationCity_list,stockSymbol,tradedAs_list,ceo_name_list,foundingDate,founded_list,revenue_usd
3557,World Market (store),"Online shopping,Retail",963830000.0,,,6127,,,,,,,963830000.0
3558,Yamazaki Baking,Food industry,995010000000.0,,,17654,,,,,,,6769607134.129786
3559,Xiaomi,"Computer hardware,Consumer electronics",291490000000.0,,,22074,,,,,,,
3560,Willis Group,Insurance broker,3800000000.0,,,18000,,,,,,,3800000000.0
3561,Wintrust Financial,Financial services,1462000000.0,,,5057,,,,,,,1462000000.0
3562,Xilinx,Integrated circuit,3060000000.0,,,4891,,,,,,,3060000000.0
3563,Thames Water,Water industry,2107000000.0,,,7000,,,,,,,2438536886.7129316
3564,Wind (Italy),Telecommunications,4428.0,,,6865,,,,,,,4438.1844
3565,Pioneer Hi Bred International,Agriculture,4300000000.0,,,12300,,,,,,,4300000000.0
3566,Norgesbuss,Transport,750000000.0,,,900,,,,,,,72695052.60714838
3567,Rural King,Retail,1038000000.0,,,6400,,,,,,,1038000000.0
3568,Colruyt Group,Retail,9434000000.0,,,29903,,,,,,,9455698200.0
3569,Rosneftegaz,Petroleum industry,3950000000.0,,,10,,,,,,,3950000000.0
3570,Royal Ceramics,Capital good,44972.0,,,9424,,,,,,,
3571,Pavers Shoes,High Street,65000000.0,,,1000,,,,,,,75227763.47239703
3572,Timocom,Information technology,74600000.0,,,500,,,,,,,74771580.0
3573,Royal Gold,Mining,498.82,,,27,,,,,,,498.82
3574,Ameren,Public utility,5794000000.0,,,8615,,,,,,,5794000000.0
3575,AmeriGas,Energy industry,2822000000.0,,,7700,,,,,,,2822000000.0
3576,Ampco Pittsburgh,Steel,299.0,,,1300,,,,,,,299.0
3577,Anderson Strathern,"Commercial law,Corporate law,Lawyer,Solicitor",23.0,,,230,,,,,,,26.619054767155873
3578,Ally Financial,Financial services,6394000000.0,,,8700,,,,,,,6394000000.0
3579,Alpargatas Argentina,"Footwear,Textile",283000000.0,,,4000,,,,,,,283000000.0
3580,Ameris Bancorp,"Bank,Financial services",534042000.0,,,2702,,,,,,,534042000.0
3581,AllianceBernstein,Asset management,3700000000.0,,,3762,,,,,,,3700000000.0
3582,Aluar,Aluminium,14600000000.0,,,2200,,,,,,,14600000000.0
3583,Aluminium Plant Podgorica,Metallurgy,60000.0,,,550,,,,,,,60138.0
3584,Amarin Corporation,Biotechnology,614100000.0,,,1000,,,,,,,614100000.0
3585,Bi-Mart,Retail,878000000.0,,,3200,,,,,,,878000000.0
3586,Big W,Retail,4100000000.0,,,18000,,,,,,,4100000000.0
3587,Bertelsmann,Mass media,18023000000.0,,,126447,,,,,,,18064452900.0
3588,Beiersdorf,Fast-moving consumer goods,7653000000.0,,,20654,,,,,,,7670601900.0
3589,Bengal Chemicals and Pharmaceuticals,"Chemical industry,Pharmaceutical industry",100.5,,,195,,,,,,,1.2253503393912852
3590,Berkshire Bank,Bank,469240000.0,,,1917,,,,,,,469240000.0
3591,Binda Group,Watch,297000000.0,,,3200,,,,,,,297683100.0
3592,A.B. Dick Company,Graphic arts,268620000.0,,,1200,,,,,,,268620000.0
3593,Chocolat Frey,Food industry,396000000.0,,,1017,,,,,,,400232731.67288494
3594,Freescale Semiconductor,Semiconductor,4186000000.0,,,16800,,,,,,,4186000000.0
3595,Futaba Corporation,Electronics,67083.0,,,5007,,,,,,,456.403006380668
3596,China Post,Courier,89347000000.0,,,927171,,,,,,,89347000000.0
3597,Chiyoda Corporation,Construction,603700000000.0,,,6097,,,,,,,4107307290.252512
3598,Fosun International,Conglomerate (company),20700000000.0,,,71000,,,,,,,20700000000.0
3599,China Railway,Rail transport,916258000000.0,,,2000000,,,,,,,
3600,Franklin Templeton Investments,Financial services,5570000000.0,,,11800,,,,,,,5570000000.0
3601,KUKA,Automation,695300000.0,,,14256,,,,,,,696899190.0
3602,Topy Industries,"Automotive industry,Machine",1900000000.0,,,4568,,,,,,,1900000000.0
3603,JustSystems,Software,13088.0,,,916,,,,,,,89.04495248438774
3604,Tomy,"Toy,Video game industry",154804.0,,,509,,,,,,,1053.2178197121912
3605,GP Planum,Construction,11150000.0,,,414,,,,,,,11175645.0
3606,TomTom,Consumer electronics,701000000.0,,,4500,,,,,,,702612300.0
3607,K+S,Chemical substance,3700000000.0,,,11135,,,,,,,3708510000.0
3608,Total Direct Énergie,Electric utility,1966000000.0,,,416,,,,,,,1970521800.0
3609,NTL Incorporated,"Cable Internet access,Cable television,Telephone",6100000000.0,,,22500,,,,,,,6100000000.0
3610,Stroh,Liquor,11800000.0,,,35,,,,,,,11827140.0
3611,Takenaka Corporation,"Architecture,Construction,Engineering",1284.0,,,2315,,,,,,,8.735767037740972
3612,Grupo Vidanta,"Cruise ship,Golf course,Real estate,Resort",750000000.0,,,25000,,,,,,,750000000.0
3613,Steelman Partners,Architecture,48340000.0,,,250,,,,,,,48340000.0
3614,WIKA,Measuring instrument,1000000000.0,,,11000,,,,,,,1002300000.0
3615,Toyobo,Textile industry,3410000000.0,,,10487,,,,,,,3410000000.0
3616,Groupe Vendôme SA,Personal care,153000000.0,,,130,,,,,,,153351900.0
3617,Banco Bilbao Vizcaya Argentaria,Financial services,24540000000.0,,,123174,,,,,,,24596442000.0
3618,Translational Genomics Research Institute,Research,51700000.0,,,258,,,,,,,51700000.0
3619,Travelgenio,Travel agency,90000000.0,,,200,,,,,,,90207000.0
3620,Baker Hughes,Hydrocarbon exploration,20705000000.0,,,55000,,,,,,,20705000000.0
3621,Bank of America,Financial services,85520000000.0,,,200000,,,,,,,85520000000.0
3622,Bank of Kyoto,"Bank,Financial services",984000000.0,,,3428,,,,,,,984000000.0
3623,Ituran,Vehicle tracking system,182000000.0,,,1315,,,,,,,182000000.0
3624,J.Crew,Retail,2540000000.0,,,9400,,,,,,,2540000000.0
3625,Jabil,Electronics manufacturing services,19100000000.0,,,200000,,,,,,,19100000000.0
3626,Seven & I Holdings,Retail,60952000000.0,,,98039,,,,,,,60952000000.0
3627,Shari's Cafe & Pies,Foodservice,97600000.0,,,4000,,,,,,,97600000.0
3628,Sheetz,"Convenience store,Fast food restaurant,Filling station",6200000000.0,,,19700,,,,,,,6200000000.0
3629,Banorte,Financial services,212300000000.0,,,27000,,,,,,,212300000000.0
3630,Barclays,"Bank,Financial services",21940000000.0,,,83500,,,,,,,25392263547.452168
3631,JEOL,Scientific instrument,107300000000.0,,,2963,,,,,,,730021653.5433072
3632,Barambo,Confectionery,72000000.0,,,370,,,,,,,72000000.0
3633,JAPEX,Hydrocarbon exploration,276588.0,,,1782,,,,,,,1881.7821911485203
3634,ServiceMaster,Service industries,2590000000.0,,,13000,,,,,,,2590000000.0
3635,Silicon Systems,Electronics,400000000.0,,,146,,,,,,,400000000.0
3636,Tietoevry,"IT service management,Information technology consulting",2786000000.0,,,23632,,,,,,,2792407800.0
3637,Showa Shell Sekiyu,Petroleum industry,2953.0,,,953,,,,,,,20.09090347542764
3638,Showroomprive.com,Online shopping,442.0,,,885,,,,,,,443.0166
3639,Shumerlya Special Vehicles Plant,Arms industry,1.0,,,1000,,,,,,,0.009523809523809525
3640,Shumerlya Special Vehicles Plant,Arms industry,2.0,,,1000,,,,,,,0.01904761904761905
3641,Shizuoka Railway,Private railway,18000000000.0,,,347,,,,,,,122464023.89356503
3642,Shri Mahila Griha Udyog Lijjat Papad,"Detergent,Flour,Papadam,Spice mix",224000000.0,,,45000,,,,,,,224000000.0
3643,The Phone Co-op,Telecommunications,12540000.0,,,74,,,,,,,14513171.59913629
3644,F&P Manufacturing Inc.,Automotive industry,350000000.0,,,1200,,,,,,,350000000.0
3645,Festo,Automation,3.0,,,20100,,,,,,,3.0069
3646,Family Dollar,"Discount store,Retail",10489000000.0,,,60000,,,,,,,10489000000.0
3647,Fauske Lysverk,Electric utility,54000000.0,,,36,,,,,,,5234043.787714683
3648,Expeditors International,Logistics,8100000000.0,,,19588,,,,,,,8100000000.0
3649,FIH group,Conglomerate (company),38560000.0,,,357,,,,,,,44627423.99224046
3650,Fasten (company),Vehicle for hire,500000.0,,,89,,,,,,,500000.0
3651,Fastned,Charging station,6900000.0,,,54,,,,,,,6915870.0
3652,Fendt,Agricultural machinery,2140000000.0,,,6331,,,,,,,2144922000.0
3653,Fidelity Investments,Financial services,20900000000.0,,,41329,,,,,,,20900000000.0
3654,Mars Canada,Confectionery,18000000000.0,,,39000,,,,,,,18000000000.0
3655,MasTec,"Construction,Engineering,Project management",4208000000.0,,,17300,,,,,,,4208000000.0
3656,Maxeda,Retail,1337000000.0,,,7000,,,,,,,1340075100.0
3657,Houston Advanced Research Center,"Policy analysis,Research and development,Sustainable development",20000000.0,,,30,,,,,,,20000000.0
3658,Mercury Systems,"Aerospace manufacturer,Arms industry",924000000.0,,,2400,,,,,,,924000000.0
3659,Marvelous Inc,"Anime,Video game industry",20330000000.0,,,605,,,,,,,138316311.43089873
3660,McMenamins,"Craft brewery and microbrewery,Hospitality industry",180000000.0,,,3528,,,,,,,180000000.0
3661,Mobile Mini,Self storage,593.0,,,2000,,,,,,,593.0
3662,Hupac,Rail transport,485600000.0,,,470,,,,,,,486716880.0
3663,One Telecommunications,Telecommunications,119300000.0,,,500,,,,,,,119574390.0
3664,Futurice,Information technology,73000000.0,,,629,,,,,,,73167900.0
3665,Hugo's,Grocery store,18800000.0,,,1500,,,,,,,18800000.0
3666,Huron Consulting Group,"Business performance management,Corporate services,Education,Finance,Health care,List of life sciences,Management consulting",795100000.0,,,3750,,,,,,,795100000.0
3667,Hutchinson Builders,Construction,2830000000.0,,,1500,,,,,,,2830000000.0
3668,Hydro One,Electric utility,5990000000.0,,,7682,,,,,,,5990000000.0
3669,Hytracc Consulting,Petroleum industry,118.0,,,50,,,,,,,11.43735494352468
3670,Hyundai Assan Otomotiv,Automotive industry,961900000.0,,,2350,,,,,,,961900000.0
3671,IMS Health,"Health care,Technology",2.64,,,14000,,,,,,,2.64
3672,MODEC,"Machine,Shipbuilding",2000000000.0,,,4241,,,,,,,2000000000.0
3673,IBC SOLAR,"Photovoltaics,Renewable energy",332000000.0,,,365,,,,,,,332763600.0
3674,MND (company),Petroleum,250000000.0,,,322,,,,,,,250000000.0
3675,MSA Safety,Personal protective equipment,1200000000.0,,,5000,,,,,,,1200000000.0
3676,IHG Hotels & Resorts,Hospitality industry,2907000000.0,,,350000,,,,,,,2907000000.0
3677,MUFG Bank,Financial services,46.83,,,32186,,,,,,,46.83
3678,M Oriental Bank,Financial services,96500000.0,,,105,,,,,,,96500000.0
3679,Macron (sportswear),Textile industry,97.0,,,320,,,,,,,97.2231
3680,Magnetek,"Material handling,Motion control,Power control",114300000.0,,,350,,,,,,,114300000.0
3681,ILD Teleservices,Telecommunications,100000000.0,,,350,,,,,,,100000000.0
3682,Marbo Product,Food industry,104990000.0,,,982,,,,,,,105231477.0
3683,OGK-3,Electricity,1200000000.0,,,6000,,,,,,,1200000000.0
3684,OTB Group,"Fashion,Leisure",1530000000.0,,,6500,,,,,,,1533519000.0
3685,Olympic Steel,"Metal fabrication,Steel",1234000000.0,,,1626,,,,,,,1234000000.0
3686,Officeworks,Retail,2310000000.0,,,9500,,,,,,,2310000000.0
3687,Oji Paper Company,Pulp and paper industry,13200000000.0,,,27360,,,,,,,13200000000.0
3688,Okuma Corporation,Machine,134350000000.0,,,3812,,,,,,,914057867.2278035
3689,Mandiant,Information security,400000000.0,,,1000,,,,,,,400000000.0
3690,CPAmerica International,Accounting,9800000.0,,,3900,,,,,,,9800000.0
3691,Nuveen,Finance,431300000.0,,,3000,,,,,,,431300000.0
3692,OceanFirst Bank,"Financial services,Investment banking",255971000.0,,,838,,,,,,,255971000.0
3693,Omega Engineering,Instrumentation,168000000.0,,,700,,,,,,,168000000.0
3694,MannKind Corporation,Biotechnology,63038000.0,,,233,,,,,,,63038000.0
3695,Nyrstar,Metallurgy,3500000000.0,,,4100,,,,,,,3508050000.0
3696,"OFZ, a.s., Istebné",Metallurgy,119000000.0,,,453,,,,,,,119273700.0
3697,Cabot Hosiery Mills,Textile manufacturing,50000000.0,,,200,,,,,,,50000000.0
3698,Rinnai,Home appliance,3200000000.0,,,10571,,,,,,,3200000000.0
3699,Climaveneta,"Central heating,Heating, ventilation, and air conditioning,Ventilation (architecture)",295.0,,,1674,,,,,,,295.6785
3700,SinnerSchrader,E-commerce,56682000.0,,,2016,,,,,,,56812368.6
3701,Chattem,"Health care,Over-the-counter drug",1000000000.0,,,536,,,,,,,1000000000.0
3702,Clugston Group,Construction,175000000.0,,,629,,,,,,,202536286.27183816
3703,Skanska,Construction,172846000000.0,,,33585,,,,,,,
3704,Skilled Group,"Human resources,Labour hire",1873893.0,,,50,,,,,,,1873893.0
3705,Ontraport,Small business software,10.0,,,100,,,,,,,10.0
3706,Chemoxy International Ltd,Chemical substance,45000000.0,,,130,,,,,,,52080759.3270441
3707,Rite Rug Flooring,Home improvement,207000000.0,,,642,,,,,,,207000000.0
3708,Sipa Press,News media,15500000.0,,,91,,,,,,,15500000.0
3709,Sotheby's,Fine art,805377000.0,,,1713,,,,,,,805377000.0
3710,South Jersey Industries,Public utility,925067000.0,,,650,,,,,,,925067000.0
3711,Southwest Airlines,Airline,21965000000.0,,,54448,,,,,,,21965000000.0
3712,Kraco Enterprises,Automotive industry,200000000.0,,,250,,,,,,,200000000.0
3713,Smith & Nephew,Medical device,5212.0,,,17500,,,,,,,5212.0
3714,Kaiyodo,Toy,2300000000.0,,,41,,,,,,,15648180.830844421
3715,Sojitz,Conglomerate (company),4006.0,,,14330,,,,,,,27.255048873201197
3716,Dradura,Metalworking,135000000.0,,,1350,,,,,,,135310500.0
3717,Zhejiang Tailong Commercial Bank,Finance,50000000000.0,,,8404,,,,,,,
3718,Opinel,Manufacturing,24000000.0,,,120,,,,,,,24055200.0
3719,Oreltekmash,Arms industry,0.0,,,500,,,,,,,0.0
3720,Oreltekmash,Arms industry,0.0,,,675,,,,,,,0.0
3721,Ortho Clinical Diagnostics,Medical diagnosis,1800000000.0,,,4400,,,,,,,1800000000.0
3722,Villeroy & Boch,Ceramic,800900000.0,,,7107,,,,,,,802742070.0
3723,Vivartia,Foodservice,912170000.0,,,5,,,,,,,912170000.0
3724,PEB Steel,"Construction,Manufacturing",100000000.0,,,1000,,,,,,,100000000.0
3725,Panasonic,Conglomerate (company),7490000000000.0,,,259385,,,,,,,50958641053.489006
3726,Victrex,Polymer,306300000.0,,,850,,,,,,,354496368.48608017
3727,Videocon Group,Conglomerate (company),1950000000.0,,,10000,,,,,,,1950000000.0
3728,Vivid Seats,"Ticket exchange,Ticket resale",1500000000.0,,,500,,,,,,,1500000000.0
3729,PacWest Bancorp,"Bank,Financial services",1158000000.0,,,1833,,,,,,,1158000000.0
3730,PAETEC Holding Corp.,Telecommunications,1624000000.0,,,4639,,,,,,,1624000000.0
3731,Victoria Group,Holding company,166680000.0,,,997,,,,,,,167063364.0
3732,Virgin Interactive,Video game industry,99000000.0,,,500,,,,,,,99000000.0
3733,Votorantim Energia,Electricity,1100000000.0,,,490,,,,,,,1100000000.0
3734,Wacom,"Input device,Software",74557000000.0,,,2015,,,,,,,507252790.5240294
3735,GlySens ICGM,Health care,2.5,,,49,,,,,,,2.5
3736,GoHealth,Health care,800000000.0,,,1500,,,,,,,800000000.0
3737,Vonage,Cloud communications,1250000000.0,,,2400,,,,,,,1250000000.0
3738,Assuranceforeningen Skuld,Marine insurance,402000000.0,,,285,,,,,,,402000000.0
3739,Glencore,"Commodity,Metal,Mining",203751000000.0,,,135000,,,,,,,203751000000.0
3740,GoPro,"Consumer electronics,Technology,Videography",1160000000.0,,,964,,,,,,,1160000000.0
3741,Gibtelecom,Telecommunications,100000000.0,,,141,,,,,,,115735020.72676466
3742,Golden Ocean Group,Freight transport,705800000.0,,,214,,,,,,,705800000.0
3743,H-E-B,Grocery store,31000000000.0,,,100000,,,,,,,31000000000.0
3744,Iasis Healthcare,Health care,3300000000.0,,,13700,,,,,,,3300000000.0
3745,Gunns,Lumber,406000000.0,,,645,,,,,,,406000000.0
3746,Great Lakes Higher Education Corporation,Financial services,230000000.0,,,1800,,,,,,,230000000.0
3747,Grong Sparebank,Financial services,42000000.0,,,40,,,,,,,4070922.9460003097
3748,Grupo Bimbo,Food processing,17100000000.0,,,137000,,,,,,,17100000000.0
3749,Grupo Bimbo,Food processing,348800000000.0,,,137000,,,,,,,17612114800.429214
3750,Goša FOM,Rail transport,52050000.0,,,816,,,,,,,52169715.0
3751,HAECO,Aerospace,14546.0,,,16641,,,,,,,14546.0
3752,Icelandair,Airline,433000000.0,,,2621,,,,,,,433000000.0
3753,Informa,"Business intelligence,Event management,Publishing,Trade fair",1660.0,,,10000,,,,,,,1921.2013440642936
3754,Institut National d'Optique,"Aerospace,Astronomy,Biomedicine,Electronics,Information technology,Manufacturing,Military,Natural Resources,Natural environment,Optics,Photonics,Telecommunications,Transport",37600000.0,,,200,,,,,,,37600000.0
3755,Insurance Corporation of British Columbia,Insurance,6434000000.0,,,5200,,,,,,,4752946786.556603
3756,Intercom (company),Enterprise software,150000000.0,,,630,,,,,,,150000000.0
3757,International Paper,Pulp and paper industry,20580000000.0,,,49300,,,,,,,20580000000.0
3758,Intralot,Lottery,364840000.0,,,3,,,,,,,365679132.0
3759,Sunten,Manufacturing,10000001.0,,,1000,,,,,,,10000001.0
3760,Independent Bank (Michigan),Bank,197914000.0,,,911,,,,,,,197914000.0
3761,Industrial and Commercial Bank of China,Financial services,725.12,,,453048,,,,,,,
3762,Intergroup Financial Services,Finance,886400000.0,,,4737,,,,,,,886400000.0
3763,Intertrust Group,Professional services,485200000.0,,,3500,,,,,,,486315960.0
3764,InsideView,Software as a service,30500000.0,,,275,,,,,,,30500000.0
3765,"Interface, Inc.",Textile industry,1200000000.0,,,4094,,,,,,,1200000000.0
3766,Invitation Homes,Real estate investment trust,1822000000.0,,,1149,,,,,,,1822000000.0
3767,Kansai Paint,Chemical industry,3860000000.0,,,16287,,,,,,,3860000000.0
3768,Karelia Tobacco Company,Tobacco,1035000000.0,,,553,,,,,,,1037380500.0
3769,Keihin Corporation,Automotive industry,3100000000.0,,,22310,,,,,,,3100000000.0
3770,Kesko Senukai,"Do it yourself,Electronic trading platform,Wholesaling",439000000.0,,,3341,,,,,,,440009700.0
3771,Bertel O. Steen,Retail,12000000000.0,,,2660,,,,,,,1163120841.714374
3772,Mattress Firm,Retail,4390000000.0,,,10000,,,,,,,4390000000.0
3773,Maxim Integrated,Semiconductor,2632000000.0,,,7100,,,,,,,2632000000.0
3774,MedcoEnergi,"Coal mining,Electricity generation,Natural gas,Oil",1438.0,,,4000,,,,,,,1438.0
3775,KazTransOil,Petroleum industry,609000000.0,,,8129,,,,,,,609000000.0
3776,Max Group,Conglomerate (company),3200000000.0,,,27000,,,,,,,3200000000.0
3777,Meggitt,"Aerospace,Arms industry",1684.0,,,9000,,,,,,,1948.977749038717
3778,Mazars,Professional services,1900000000.0,,,42000,,,,,,,1904370000.0
3779,McCain Foods,Frozen food,6800000000.0,,,22000,,,,,,,6800000000.0
3780,Mercator Serbia,Retail,711340000.0,,,8124,,,,,,,712976082.0
3781,Metsä Board,Packaging and labeling,1932000000.0,,,2351,,,,,,,1936443600.0
3782,Mikuni (company),Automotive industry,98500000000.0,,,15745,,,,,,,670150352.9731197
3783,Mitsumi Electric,Electronics,157300000000.0,,,36417,,,,,,,1070199497.6920989
3784,Patria (company),Security,534100000.0,,,2973,,,,,,,535328430.0
3785,Micro Mobility Systems,"Electric vehicle,Sports equipment,Toy",60000000.0,,,57,,,,,,,60641322.980740145
3786,Milan Blagojević - Namenska,"Arms industry,Chemical industry",54200000.0,,,1301,,,,,,,54324660.0
3787,Millicom,"Mass media,Telecommunications",6206000000.0,,,21000,,,,,,,6206000000.0
3788,Mirgor,Manufacturing,40.0,,,3000,,,,,,,40.0
3789,Mitchells & Butlers,Pub,1065.0,,,39853,,,,,,,1232.5779707400438
3790,Patterson Companies,Dental instrument,3.237,,,7500,,,,,,,3.237
3791,Microgen,Pharmaceutical industry,7600000000.0,,,6000,,,,,,,72380952.38095239
3792,Mikasa Sports,Sports equipment,6500000000.0,,,139,,,,,,,44223119.73934293
3793,Mizuho Bank,Financial services,1178840.0,,,30301,,,,,,,8020.304995927234
3794,Mnemonic (company),Computer security,515.0,,,241,,,,,,,49.917269456908556
3795,Moe's Southwest Grill,Restaurant,901000000.0,,,13330,,,,,,,901000000.0
3796,Peach Aviation,Airline,14300000000.0,,,1733,,,,,,,97290863.42655444
3797,Petco,Retail,4920000000.0,,,27000,,,,,,,4920000000.0
3798,TCL Technology,"Consumer electronics,Finance,Home appliance",10700000000.0,,,35379,,,,,,,10700000000.0
3799,Taiyo Yuden,Electronics,2112000000.0,,,18753,,,,,,,2112000000.0
3800,TTI Telecom,"Operations support system,Software,Telecommunications",46100000.0,,,361,,,,,,,46100000.0
3801,Tabcorp,Gambling,5200000000.0,,,5000,,,,,,,5200000000.0
3802,Taisho Pharmaceutical,Pharmaceutical industry,280000000000.0,,,6340,,,,,,,1904995927.233234
3803,Perfetti Van Melle,Confectionery,2650000000.0,,,17900,,,,,,,2656095000.0
3804,Pentax,Reprography,157300000000.0,,,1661,,,,,,,1070199497.6920989
3805,Technicolor SA,"Conglomerate (company),Creative industries",2898000000.0,,,13289,,,,,,,2904665400.0
3806,Philkeram Johnson,Building material,14000000.0,,,227,,,,,,,14032200.0
3807,Xella,Building material,1500000000.0,,,7095,,,,,,,1503450000.0
3808,Takeda Pharmaceutical Company,Pharmaceutical industry,1770531.0,,,18378,,,,,,,12045.908371572088
3809,Telekom Romania Mobile,Telecommunications industry,444000000.0,,,915,,,,,,,445021200.0
3810,Keolis Nederland,Public transport,125000000.0,,,1750,,,,,,,125287500.0
3811,Mongolian Mining Corporation,Coal mining,99500000.0,,,1897,,,,,,,99500000.0
3812,Telefónica,Telecommunications,43076000000.0,,,113182,,,,,,,43175074800.0
3813,Telkom Kenya,Telecommunications,40000000000.0,,,1400,,,,,,,
3814,Morinaga & Company,Food industry,205000000000.0,,,3170,,,,,,,1394729161.0100462
3815,4INFO,"Big data,Digital marketing,Software",21000000.0,,,45,,,,,,,21000000.0
3816,ASM International,Semiconductor industry,1283000000.0,,,2337,,,,,,,1285950900.0
3817,Murata Machinery,Machine industry,253000000000.0,,,6950,,,,,,,1721299891.3928864
3818,Murphy Oil,Petroleum industry,1751000000.0,,,675,,,,,,,1751000000.0
3819,AFFCO Holdings,"Meat packing industry,Tanning (leather)",968000000.0,,,2800,,,,,,,562482694.6489651
3820,A1 Bulgaria,Mobile phone,431200000000.0,,,3751,,,,,,,432191760000.0
3821,Bogatyr Coal,Mining,300000000.0,,,20000,,,,,,,300000000.0
3822,Moonbug Entertainment,Animation studio,39600000.0,,,309,,,,,,,39600000.0
3823,MorphoSys,Biotechnology,327700000.0,,,615,,,,,,,328453710.0
3824,Warby Parker,Retail,250000000.0,,,1400,,,,,,,250000000.0
3825,We Buy Any Car,Automotive industry,1100000000.0,,,700,,,,,,,1273085227.9944115
3826,Enagás,Energy industry,1360000000.0,,,1439,,,,,,,1363128000.0
3827,Enea SA,Energy industry,441442578.0,,,288,,,,,,,
3828,Enea SA,Energy industry,441442578.0,,,14957,,,,,,,
3829,Waste Management (company),Waste management,15218000000.0,,,42300,,,,,,,15218000000.0
3830,Wausau Paper,Pulp and paper industry,352000000.0,,,870,,,,,,,352000000.0
3831,Emerson Knives,Manufacturing,10000000.0,,,20,,,,,,,10000000.0
3832,WeWork,Commercial property,3200000000.0,,,6000,,,,,,,3200000000.0
3833,WesBanco,Bank,286000000.0,,,1928,,,,,,,286000000.0
3834,Westlake Chemical,"Chemical substance,Petrochemical",8635000000.0,,,8870,,,,,,,8635000000.0
3835,Empower Retirement,Financial services,60.6,,,245800,,,,,,,60.6
3836,Watson Wyatt Worldwide,Management consulting,1680000000.0,,,7700,,,,,,,1680000000.0
3837,Wavecom,Telecommunications,129900000.0,,,500,,,,,,,130198770.0
3838,Welltower,Real estate investment trust,5120000000.0,,,392,,,,,,,5120000000.0
3839,Weyerhaeuser,Real estate investment trust,7530000000.0,,,9372,,,,,,,7530000000.0
3840,Endava,Technology,217600000.0,,,8127,,,,,,,251839405.10143992
3841,Enphase Energy,"High tech,Renewable energy,Solar energy",774400000.0,,,2000,,,,,,,774400000.0
3842,Enzymotec,Food industry,50390000.0,,,124,,,,,,,50390000.0
3843,Evergy,Electric utility,4276000000.0,,,5000,,,,,,,4276000000.0
3844,Air Serbia,Airline,290730000.0,,,1756,,,,,,,291398679.0
3845,Air Seychelles,Airline,106900000.0,,,650,,,,,,,106900000.0
3846,Envivio,Video editing software,50600000.0,,,500,,,,,,,50600000.0
3847,Harleysville Group,Insurance,986300000.0,,,1713,,,,,,,986300000.0
3848,Proton-Electrotex,Electronics industry,1000000000.0,,,450,,,,,,,9523809.523809524
3849,Airbus,"Aerospace manufacturer,Arms industry",49910000000.0,,,131349,,,,,,,50024793000.0
3850,Essex Property Trust,Real estate investment trust,1495000000.0,,,1799,,,,,,,1495000000.0
3851,Aker Verdal,Shipyard,1016.0,,,700,,,,,,,98.47756459848368
3852,Akij Group,"Cement,Ceramics industry in Bangladesh,Jute trade,Pharmaceutical industry,Textile industry in Bangladesh",1500000000.0,,,30000,,,,,,,1500000000.0
3853,Asiana Airlines,Airline,5552.0,,,10380,,,,,,,3.9130373881064053
3854,Associated British Foods,"Food processing,Retail",13884000000.0,,,128000,,,,,,,16068650277.704006
3855,Alicorp,Food,1753000000.0,,,5000,,,,,,,1753000000.0
3856,Assertio Therapeutics,Pharmaceutical industry,57200000.0,,,116,,,,,,,57200000.0
3857,AutoNation,Car dealership,20400000000.0,,,21000,,,,,,,20400000000.0
3858,AlarmForce,Home security,56140000.0,,,240,,,,,,,56140000.0
3859,Alko,Alcoholic drink,1174.0,,,2401,,,,,,,1176.7002
3860,Asics,"Sports equipment,Textile industry",386660000000.0,,,8823,,,,,,,2630663304.3714366
3861,Alibaba Group,Technology company,717289000000.0,,,251462,,,,,,,
3862,Asurion,Information technology,8500000000.0,,,19000,,,,,,,8500000000.0
3863,Avision,Office automation,110000000.0,,,2000,,,,,,,110000000.0
3864,Axfood,Retail,4600000000.0,,,9903,,,,,,,4610580000.0
3865,BKW Energie,Electric power industry,2810000000.0,,,10000,,,,,,,2840035292.93133
3866,Dniproenergo,Electricity generation,480000000.0,,,10200,,,,,,,480000000.0
3867,Dominion Energy,Electric utility,16572000000.0,,,21000,,,,,,,16572000000.0
3868,BAE Systems,"Aerospace manufacturer,Arms industry,Information security",19520000000.0,,,89600,,,,,,,22591476045.864464
3869,BIW Technologies,Software,5.9,,,47,,,,,,,6.828366222879116
3870,BMG Rights Management,Music industry,602000000.0,,,974,,,,,,,603384600.0
3871,"BKD, LLP",Professional services,758120000.0,,,2970,,,,,,,758120000.0
3872,Discovery Holding Company,Broadcasting,6497.0,,,3800,,,,,,,6497.0
3873,Proterra (bus manufacturer),Automotive industry,197000000.0,,,433,,,,,,,197000000.0
3874,Puget Sound Energy,"Energy,Public utility",3230000000.0,,,3140,,,,,,,3230000000.0
3875,QFC,Grocery store,1000000000.0,,,5900,,,,,,,1000000000.0
3876,Druva,"Backup,Cloud computing",100200000.0,,,800,,,,,,,100200000.0
3877,Primark,Retail,7790000000.0,,,78000,,,,,,,9015758114.614967
3878,Publicis,"Advertising agency,Public relations",10788000000.0,,,75588,,,,,,,10812812400.0
3879,Dover Corporation,Conglomerate (company),7100000000.0,,,23000,,,,,,,7100000000.0
3880,Dr. Oetker,Food processing,10900000000.0,,,30787,,,,,,,10925070000.0
3881,Dunav osiguranje,Financial services,256220000.0,,,3716,,,,,,,256809306.0
