ft_id,db_id,LevScore,ft,dbpedia,label
ft_id_1732,dbpedia_646,0.8108108108108107,mitsubishi motors,mitsubishi materials,False
ft_id_1279,dbpedia_6408,0.8108108108108107,yara international,tower international,False
ft_id_1940,dbpedia_6434,0.8108108108108107,asm international,edison international,False
ft_id_570,dbpedia_6179,0.8095238095238095,citizens financial group,ia financial group,False
ft_id_1051,dbpedia_2473,0.8095238095238095,teva pharmaceutical,optimer pharmaceuticals,False
ft_id_16,dbpedia_6526,0.8095238095238095,ping an insurance group,rsa insurance group,False
ft_id_57,dbpedia_851,0.8095238095238095,taiwan semiconductor,national semiconductor,False
ft_id_1633,dbpedia_2306,0.8095238095238095,sino biopharmaceutical,king pharmaceuticals,False
ft_id_212,dbpedia_2945,0.8095238095238095,dai-ichi life insurance,thai life insurance,False
ft_id_793,dbpedia_6748,0.8095238095238095,vertex pharmaceuticals,barr pharmaceuticals,False
ft_id_481,dbpedia_2548,0.8095238095238095,hana financial group,mizuho financial group,False
ft_id_610,dbpedia_2300,0.8095238095238095,marriott international,wilmar international,False
ft_id_622,dbpedia_6151,0.8095238095238095,hermès international,sherritt international,False
ft_id_1583,dbpedia_1836,0.8095238095238095,hokuhoku financial group,op financial group,False
ft_id_793,dbpedia_5507,0.8095238095238095,vertex pharmaceuticals,taro pharmaceuticals,False
ft_id_1762,dbpedia_4092,0.8095238095238095,juroku  financial group,cno financial group,False
ft_id_432,dbpedia_856,0.8085106382978724,national bank of canada,national bank of bahrain,False
ft_id_1016,dbpedia_2326,0.8085106382978724,shanghai pharmaceuticals,alnylam pharmaceuticals,False
ft_id_1543,dbpedia_1608,0.8085106382978724,concordia financial group,cetera financial group,False
ft_id_1028,dbpedia_403,0.8076923076923077,american financial group,american international group,False
ft_id_684,dbpedia_5800,0.2962962962962963,transneft,saur neptun gdańsk,False
ft_id_1774,dbpedia_4742,0.2962962962962963,toll brothers,dave's markets,False
ft_id_1309,dbpedia_4156,0.2941176470588235,arab national bank,kinetic concepts,False
ft_id_576,dbpedia_3659,0.2941176470588235,svenska handelsbanken,marvelous inc,False
ft_id_659,dbpedia_584,0.2941176470588235,first republic bank,vici properties,False
ft_id_1317,dbpedia_1596,0.2941176470588235,brighthouse financial,campari group,False
ft_id_1416,dbpedia_3648,0.29268292682926833,liberty broadband,expeditors international,False
ft_id_1640,dbpedia_2946,0.29268292682926833,akelius residential property,the body shop,False
ft_id_853,dbpedia_249,0.2909090909090909,kansai electric power,first alliance bank zambia limited,False
ft_id_1890,dbpedia_3073,0.2857142857142857,pennymac financial services,mafra (company),False
ft_id_1449,dbpedia_439,0.2857142857142857,align technology,kipco,False
ft_id_405,dbpedia_5110,0.2857142857142857,mitsubishi electric,bbva perú,False
ft_id_510,dbpedia_1278,0.2857142857142857,continental,key tronic,False
ft_id_994,dbpedia_4968,0.2857142857142857,first quantum minerals,southern copper corporation,False
ft_id_481,dbpedia_639,0.2857142857142857,hana financial group,mesta (company),False
ft_id_1231,dbpedia_5335,0.2857142857142857,alstom,unicharm,False
ft_id_1110,dbpedia_4127,0.2857142857142857,credicorp,cosan,False
ft_id_1893,dbpedia_3054,0.2857142857142857,aozora bank,fat lizard,False
ft_id_804,dbpedia_5426,0.2857142857142857,sk innovation ,ryanair,False
ft_id_1603,dbpedia_3110,0.2857142857142857,workday,southern water,False
ft_id_1995,dbpedia_5098,0.2857142857142857,shenzhen feima international supply chain,associated university presses,False
ft_id_1193,dbpedia_1428,0.2857142857142857,bbmg,emi,False
ft_id_849,dbpedia_2636,0.2857142857142857,moody's,procore,False
ft_id_608,dbpedia_3007,0.2857142857142857,stanley black & decker,sthree,False
ft_id_1950,dbpedia_422,0.2857142857142857,steris,frontera energy,False
ft_id_1888,dbpedia_4702,0.2857142857142857,sca,cablevision,False
ft_id_1805,dbpedia_248,0.2857142857142857,deutsche pfandbriefbank,armstrong world industries,False
ft_id_1219,dbpedia_1699,0.2857142857142857,carnival corporation,chedraui,False
ft_id_1758,dbpedia_268,0.2857142857142857,avenue supermarts,nomad foods,False
ft_id_1575,dbpedia_96,0.2857142857142857,oriental land,a place for mom,False
ft_id_520,dbpedia_4171,0.2857142857142857,cummins,tenaris,False
ft_id_1428,dbpedia_1977,0.2857142857142857,attijariwafa bank,emotion production,False
ft_id_1565,dbpedia_6269,0.28,bank of guizhou,interoil exploration and production,False
ft_id_1817,dbpedia_2278,0.2790697674418605,tsim sha tsui properties,belle international,False
ft_id_1419,dbpedia_5105,0.2790697674418605,china grand automotive services,bmc software,False
ft_id_1304,dbpedia_5987,0.2790697674418605,china resources power,masergy communications,False
ft_id_1954,dbpedia_4413,0.2790697674418605,hokkoku financial holdings,kenmare resources,False
ft_id_630,dbpedia_3343,0.2777777777777778,deutsche boerse,sulzer (manufacturer),False
ft_id_922,dbpedia_637,0.2777777777777778,shanghai construction ,medstar health,False
ft_id_1949,dbpedia_3094,0.2777777777777778,healthpeak properties,onto innovation,False
ft_id_1486,dbpedia_1454,0.2777777777777778,thai beverage,sucampo pharmaceuticals,False
ft_id_1288,dbpedia_1064,0.2777777777777778,frontier communications parent,frikom,False
ft_id_157,dbpedia_2218,0.2777777777777778,walgreens,umpqua holdings corporation,False
ft_id_1926,dbpedia_4673,0.27586206896551724,wintrust financial,norske skog,False
ft_id_1641,dbpedia_3478,0.27586206896551724,hong leong financial,vale s.a.,False
ft_id_764,dbpedia_4768,0.27586206896551724,great wall motor ,"wilson, sons",False
ft_id_565,dbpedia_3271,0.27586206896551724,kimberly-clark,proekt-technika,False
ft_id_800,dbpedia_1782,0.27586206896551724,samsung fire & marine,marukome,False
ft_id_279,dbpedia_4387,0.27586206896551724,asml holding,golden west books,False
ft_id_479,dbpedia_2884,0.27586206896551724,vodafone,callaway golf company,False
ft_id_167,dbpedia_5563,0.27586206896551724,medtronic,hudson's bay company,False
ft_id_236,dbpedia_1819,0.27586206896551724,archer daniels midland,majorel,False
ft_id_1289,dbpedia_1639,0.27450980392156865,samhallsbyggnadsbolaget i norden,croda international,False
ft_id_1695,dbpedia_138,0.27450980392156865,shanghai commercial & savings bank,tupperware brands,False
ft_id_1465,dbpedia_4561,0.2727272727272727,covivio,lens technology,False
ft_id_1979,dbpedia_3563,0.2727272727272727,fertiglobe,thames water,False
ft_id_1007,dbpedia_6378,0.2727272727272727,sm investments,sgs s.a.,False
ft_id_297,dbpedia_3599,0.2727272727272727,unicredit,china railway,False
ft_id_891,dbpedia_3054,0.2727272727272727,sbi holdings,fat lizard,False
ft_id_812,dbpedia_2106,0.2727272727272727,united rentals,swedbank,False
ft_id_1716,dbpedia_4092,0.2727272727272727,live nation entertainment,cno financial group,False
ft_id_1927,dbpedia_1274,0.2702702702702703,banque centrale populaire,maxima group,False
ft_id_1435,dbpedia_6046,0.2702702702702703,osaka gas,kongsberg satellite services,False
ft_id_512,dbpedia_5433,0.2702702702702703,murata manufacturing,ineos styrolution,False
ft_id_529,dbpedia_1299,0.2702702702702703,kuehne & nagel international,tv azteca,False
ft_id_250,dbpedia_5713,0.2702702702702703,power corp of canada,telefônica brasil,False
ft_id_1251,dbpedia_3417,0.2666666666666667,china gas holdings,realnetworks,False
ft_id_567,dbpedia_5736,0.2666666666666667,swedbank,elscint,False
ft_id_658,dbpedia_1084,0.2666666666666667,aeon,toyo seikan,False
ft_id_185,dbpedia_4889,0.2666666666666667,mizuho financial,marcopolo s.a.,False
ft_id_736,dbpedia_5570,0.2666666666666667,centerpoint energy,list of assets owned by berkshire hathaway,False
ft_id_1941,dbpedia_247,0.2666666666666667,albemarle,apotex,False
ft_id_57,dbpedia_1534,0.2666666666666667,taiwan semiconductor,srbija voz,False
ft_id_1067,dbpedia_2636,0.2666666666666667,celanese,procore,False
ft_id_658,dbpedia_2211,0.2666666666666667,aeon,nippon soda,False
ft_id_984,dbpedia_4952,0.26315789473684215,shenzhen overseas,sims metal management,False
ft_id_1061,dbpedia_865,0.26315789473684215,uni-president,pioneer natural resources,False
ft_id_814,dbpedia_4243,0.26315789473684215,chongqing rural bank,trinity industries,False
ft_id_1060,dbpedia_2172,0.26315789473684215,risesun real estate development,zalando,False
ft_id_890,dbpedia_3447,0.26315789473684215,unipol gruppo,arthur j. gallagher & co.,False
ft_id_1821,dbpedia_2665,0.26315789473684215,crescent point energy,sanlorenzo s.p.a.,False
ft_id_489,dbpedia_409,0.26086956521739135,femsa,berkshire hathaway,False
ft_id_941,dbpedia_4506,0.26086956521739135,amcor,diários associados,False
ft_id_1461,dbpedia_2880,0.26086956521739135,ahli united bank,carvana,False
ft_id_91,dbpedia_90,0.26086956521739135,cisco systems,jinkosolar,False
ft_id_1456,dbpedia_6024,0.26086956521739135,unicharm,cincinnati bell,False
ft_id_281,dbpedia_3167,0.26086956521739135,investor ab,keller group,False
ft_id_1694,dbpedia_6144,0.26086956521739135,iveco group,beam suntory,False
ft_id_566,dbpedia_1685,0.26086956521739135,cognizant,rogers telecom,False
ft_id_289,dbpedia_4912,0.26086956521739135,kroger,mga entertainment,False
ft_id_1344,dbpedia_3958,0.25806451612903225,compal electronics,trønderenergi,False
ft_id_1659,dbpedia_5482,0.25806451612903225,cpi property group,kana software,False
ft_id_967,dbpedia_2526,0.25806451612903225,quest diagnostics,mclane company,False
ft_id_224,dbpedia_5573,0.25806451612903225,société générale,ihi corporation,False
ft_id_1310,dbpedia_5195,0.25806451612903225,marvell technology,editora abril,False
ft_id_475,dbpedia_1533,0.25806451612903225,new china life insurance,uninett,False
ft_id_577,dbpedia_1204,0.25806451612903225,raymond james financial,orthomol,False
ft_id_887,dbpedia_1384,0.25806451612903225,isuzu motors,prosper marketplace,False
ft_id_762,dbpedia_2711,0.25531914893617025,abu dhabi commercial bank,elektroprivreda srbije,False
ft_id_1170,dbpedia_1479,0.25531914893617025,steel authority of india,gaming innovation group,False
ft_id_810,dbpedia_5295,0.25,westlake chemical,sandahlsbolagen,False
ft_id_1177,dbpedia_6754,0.25,china national chemical,jaiz bank,False
ft_id_933,dbpedia_382,0.25,subaru,kier group,False
ft_id_1303,dbpedia_6798,0.25,jacobs engineering,hyundai glovis,False
ft_id_839,dbpedia_2014,0.25,nomura,bh telecom,False
ft_id_1991,dbpedia_2528,0.25,match group,kaslink foods,False
ft_id_444,dbpedia_4113,0.25,l3harris technologies,coop norden,False
ft_id_1249,dbpedia_1741,0.25,lundbergs,tokenex,False
ft_id_1979,dbpedia_659,0.25,fertiglobe,tadano limited,False
ft_id_812,dbpedia_6634,0.25,united rentals,jazzercise,False
ft_id_1534,dbpedia_4045,0.25,crown holdings,yara international,False
ft_id_926,dbpedia_4737,0.25,viatris,corporate office properties trust,False
ft_id_1921,dbpedia_4849,0.25,galaxy entertainment,balfin group,False
ft_id_228,dbpedia_679,0.25,oil & natural gas,upslope brewing company,False
ft_id_1838,dbpedia_3216,0.25,wayfair,a&p group,False
ft_id_822,dbpedia_3840,0.25,absa group,endava,False
ft_id_1398,dbpedia_3082,0.25,euronext,main street bank,False
ft_id_1724,dbpedia_155,0.25,aecom technology,menarini,False
ft_id_1046,dbpedia_4967,0.25,wan hai lines,sojaprotein,False
ft_id_1400,dbpedia_5285,0.25,mercadolibre,srbija kargo,False
ft_id_1017,dbpedia_2318,0.25,agc,alps electric,False
ft_id_832,dbpedia_154,0.25,quinenco,sparebanken vest,False
ft_id_1533,dbpedia_6696,0.25,keppel,bega group,False
ft_id_1072,dbpedia_6650,0.25,microchip technology,teva pharmaceuticals,False
ft_id_72,dbpedia_4929,0.25,aia group,cpt corporation,False
ft_id_1321,dbpedia_4252,0.25,didi global,bank pasargad,False
ft_id_1371,dbpedia_1187,0.25,sonic healthcare,heijmans,False
ft_id_869,dbpedia_6596,0.25,ameren,century international arms,False
ft_id_1156,dbpedia_4864,0.25,yum china holdings,bank of cyprus,False
ft_id_182,dbpedia_1193,0.25,accenture,snap-on,False
ft_id_690,dbpedia_840,0.25,ecolab,loma negra,False
ft_id_1842,dbpedia_6880,0.25,trade desk,karsan,False
ft_id_941,dbpedia_3868,0.25,amcor,bae systems,False
ft_id_985,dbpedia_6508,0.25,tenet healthcare,ncba bank rwanda,False
ft_id_242,dbpedia_4489,0.25,longfor group holdings,equity one,False
ft_id_64,dbpedia_4617,0.24489795918367352,petrobras,narita international airport corporation,False
ft_id_945,dbpedia_912,0.24390243902439024,alexandria real estate equities,"nike, inc.",False
ft_id_1789,dbpedia_2383,0.24390243902439024,gjensidige forsikring,travel + leisure co.,False
ft_id_1470,dbpedia_2949,0.24390243902439024,charoen pokphand foods,world fuel services,False
ft_id_1630,dbpedia_5813,0.24242424242424243,clal insurance enterprises ,aercap,False
ft_id_36,dbpedia_3248,0.24242424242424243,goldman sachs group,air france–klm,False
ft_id_1890,dbpedia_3840,0.24242424242424243,pennymac financial services,endava,False
ft_id_623,dbpedia_6081,0.24,international paper,anicom,False
ft_id_930,dbpedia_3436,0.24,intuitive surgical,spirent,False
ft_id_784,dbpedia_6350,0.24,bank hapoalim,attica group,False
ft_id_54,dbpedia_6898,0.24,industrial bank ,tui group,False
ft_id_1301,dbpedia_2803,0.24,adyen,rackspace technology,False
ft_id_839,dbpedia_810,0.24,nomura,subway (restaurant),False
ft_id_387,dbpedia_1115,0.24,swiss life holding,covivio,False
ft_id_50,dbpedia_557,0.24,intel,simon property group,False
ft_id_281,dbpedia_3845,0.24,investor ab,air seychelles,False
ft_id_1532,dbpedia_4947,0.24,sonova holding,robert dyas,False
ft_id_1388,dbpedia_4363,0.24,bper banca,otis spunkmeyer,False
ft_id_1873,dbpedia_392,0.23728813559322037,vietnam technological & commercial joint stock bank,allergan,False
ft_id_1108,dbpedia_4899,0.23529411764705888,j.b. hunt transport services,mastek,False
ft_id_1778,dbpedia_2831,0.23529411764705888,hyundai engineering,appen (company),False
ft_id_994,dbpedia_295,0.23529411764705888,first quantum minerals,brown brothers harriman & co.,False
ft_id_94,dbpedia_71,0.23529411764705888,chubb,scm holdings,False
ft_id_218,dbpedia_1172,0.23529411764705888,midea group,resmed,False
ft_id_1757,dbpedia_1004,0.23529411764705888,shandong hualu-hengsheng chemical,kureha corporation,False
ft_id_857,dbpedia_5279,0.23529411764705888,signature bank,rei,False
ft_id_1623,dbpedia_3240,0.23529411764705888,investec,air products and chemicals,False
ft_id_18,dbpedia_354,0.23529411764705888,verizon communications,krispy kreme,False
ft_id_800,dbpedia_4029,0.2325581395348837,samsung fire & marine,renewable energy group,False
ft_id_1384,dbpedia_4532,0.2325581395348837,sdic power holdings,sarajevo tobacco factory,False
ft_id_1788,dbpedia_4505,0.2325581395348837,smoore international holdings,bsh hausgeräte,False
ft_id_695,dbpedia_737,0.2325581395348837,china energy engineering,don quijote (store),False
ft_id_1926,dbpedia_5924,0.23076923076923073,wintrust financial,plantaže,False
ft_id_1292,dbpedia_893,0.23076923076923073,nedbank,arotech corporation,False
ft_id_1165,dbpedia_3860,0.23076923076923073,capitaland investment,asics,False
ft_id_1392,dbpedia_5298,0.23076923076923073,oji holdings,superior essex,False
ft_id_1629,dbpedia_2648,0.23076923076923073,japan securities,"saks, inc.",False
ft_id_1558,dbpedia_1062,0.23076923076923073,chiba bank,freeport-mcmoran,False
ft_id_393,dbpedia_2952,0.23076923076923073,sampo,yamasaki & associates,False
ft_id_1012,dbpedia_3495,0.23076923076923073,china jinmao,cbl properties,False
ft_id_1786,dbpedia_5800,0.23076923076923073,manpower,saur neptun gdańsk,False
ft_id_1414,dbpedia_2049,0.23076923076923073,faurecia,access bank rwanda,False
ft_id_1552,dbpedia_2003,0.22857142857142854,nippon express holdings,astoria bank,False
ft_id_975,dbpedia_5089,0.22857142857142854,bancolombia,airbus defence and space,False
ft_id_580,dbpedia_243,0.2272727272727273,pinduoduo,apple productivity experience group,False
ft_id_662,dbpedia_1210,0.2264150943396226,fidelity national information (fis),paradies lagardère,False
ft_id_1624,dbpedia_1870,0.2222222222222222,k+s,unisto,False
ft_id_1099,dbpedia_5629,0.2222222222222222,paychex,ascom group,False
ft_id_1844,dbpedia_2745,0.2222222222222222,jd sports fashion,true value,False
ft_id_1294,dbpedia_1513,0.2222222222222222,hopson development holdings,photocure,False
ft_id_1677,dbpedia_493,0.2222222222222222,zheshang development group,familymart,False
ft_id_1796,dbpedia_6086,0.2222222222222222,lear,chemring group,False
ft_id_1114,dbpedia_5086,0.2222222222222222,siam commercial bank,entanet,False
ft_id_1975,dbpedia_3366,0.2222222222222222,jb financial group,utstarcom,False
ft_id_1027,dbpedia_4897,0.2222222222222222,jones lang lasalle,gategroup,False
ft_id_553,dbpedia_5758,0.2222222222222222,telus,be&k,False
ft_id_190,dbpedia_2783,0.2222222222222222,micron technology,pfleiderer,False
ft_id_1628,dbpedia_680,0.2222222222222222,crowdstrike,teligent telecom,False
ft_id_745,dbpedia_111,0.2222222222222222,pkn orlen,etl group,False
ft_id_242,dbpedia_1951,0.2222222222222222,longfor group holdings,tarkett d.o.o.,False
ft_id_1085,dbpedia_2763,0.2222222222222222,kuwait finance house,gazprom germania,False
ft_id_124,dbpedia_4040,0.2222222222222222,unilever,yugorosgaz,False
ft_id_144,dbpedia_2310,0.21739130434782605,hitachi,sanitarium health and wellbeing company,False
ft_id_424,dbpedia_5048,0.21621621621621623,keurig dr pepper,sonoma cheese factory,False
ft_id_160,dbpedia_4640,0.21621621621621623,møller-maersk,anonima petroli italiana,False
ft_id_938,dbpedia_6690,0.21621621621621623,pko bank polski,charter communications,False
ft_id_1781,dbpedia_704,0.2142857142857143,avnet,western marine shipyard,False
ft_id_938,dbpedia_5904,0.2142857142857143,pko bank polski,lotte hi-mart,False
ft_id_1766,dbpedia_4704,0.2142857142857143,taiwan business bank,capsugel,False
ft_id_1748,dbpedia_2962,0.2142857142857143,bayan resources,towers perrin,False
ft_id_479,dbpedia_2808,0.2142857142857143,vodafone,speedway motorsports,False
ft_id_725,dbpedia_5855,0.2142857142857143,coal india,levi strauss & co.,False
ft_id_1031,dbpedia_5079,0.2142857142857143,invesco,enel generación chile,False
ft_id_1189,dbpedia_5975,0.2142857142857143,bank of changsha,veolia water,False
ft_id_505,dbpedia_3488,0.2142857142857143,erste group bank,cic holdings,False
ft_id_1191,dbpedia_6723,0.21276595744680848,china resources pharmaceutical group,"toast, inc.",False
ft_id_548,dbpedia_2006,0.21052631578947367,kubota,avon products,False
ft_id_816,dbpedia_733,0.21052631578947367,ball,awilco offshore,False
ft_id_666,dbpedia_2593,0.21052631578947367,xiamen c&d,energizer,False
ft_id_975,dbpedia_1699,0.21052631578947367,bancolombia,chedraui,False
ft_id_1023,dbpedia_3794,0.21052631578947367,anta sports products,mnemonic (company),False
ft_id_213,dbpedia_3278,0.2068965517241379,takeda pharmaceutical,quiktrip,False
ft_id_1865,dbpedia_6690,0.2068965517241379,shimizu,charter communications,False
ft_id_1863,dbpedia_4760,0.2068965517241379,huaibei mining holdings,tereos,False
ft_id_1647,dbpedia_892,0.2068965517241379,yamaguchi financial,arup group,False
ft_id_408,dbpedia_2963,0.2068965517241379,heineken,mölnlycke health care,False
ft_id_1187,dbpedia_3658,0.2068965517241379,kirin holdings,mercury systems,False
ft_id_1505,dbpedia_2982,0.20512820512820518,verisign,bettys and taylors of harrogate,False
ft_id_126,dbpedia_2625,0.20512820512820518,sumitomo mitsui financial,axway software,False
ft_id_1060,dbpedia_4750,0.20512820512820518,risesun real estate development,kiwirail,False
ft_id_1956,dbpedia_4584,0.20408163265306123,adnoc drilling,"j. h. hobbs, brockunier and company",False
ft_id_553,dbpedia_5199,0.19999999999999996,telus,heineken srbija,False
ft_id_961,dbpedia_468,0.19999999999999996,gerdau (cosigua),j. alexander's,False
ft_id_1794,dbpedia_1428,0.19999999999999996,service corp intl,emi,False
ft_id_295,dbpedia_1872,0.19999999999999996,lyondellbasell industries,orica,False
ft_id_400,dbpedia_5185,0.19999999999999996,saudi telecom,easyjet,False
ft_id_740,dbpedia_3552,0.19999999999999996,nec,textron,False
ft_id_189,dbpedia_2303,0.19999999999999996,poly developments & holdings group,rotork,False
ft_id_625,dbpedia_4070,0.19999999999999996,nidec,valeo,False
ft_id_1163,dbpedia_1464,0.19999999999999996,cj corporation,trumpf,False
ft_id_571,dbpedia_6364,0.19999999999999996,devon energy,azomureș,False
ft_id_1600,dbpedia_306,0.19999999999999996,zto express (cayman),ccb brasil,False
ft_id_1277,dbpedia_4300,0.19999999999999996,dongguan rural commercial bank,plumbworld,False
ft_id_1154,dbpedia_2741,0.19999999999999996,davita,suntrust banks,False
ft_id_286,dbpedia_1099,0.19999999999999996,diageo,bank of punjab,False
ft_id_612,dbpedia_920,0.19999999999999996,s.f. holding,unifirst,False
ft_id_543,dbpedia_5030,0.19999999999999996,tokyo electron,pathao,False
ft_id_41,dbpedia_2634,0.19999999999999996,cvs health,punch pubs,False
ft_id_1204,dbpedia_5342,0.19999999999999996,leidos,international coal group,False
ft_id_171,dbpedia_3751,0.19999999999999996,lockheed martin,haeco,False
ft_id_838,dbpedia_1729,0.19999999999999996,tdk,kakao m,False
ft_id_1968,dbpedia_2287,0.19999999999999996,cadence bank,lamprell,False
ft_id_1799,dbpedia_887,0.19999999999999996,tosoh,radet,False
ft_id_422,dbpedia_4337,0.196078431372549,bank of nanjing,chelmsford star co-operative society,False
ft_id_1253,dbpedia_3942,0.19512195121951215,hologic,electric power development company,False
ft_id_483,dbpedia_4518,0.19354838709677424,ntpc,quester tangent corporation,False
ft_id_1910,dbpedia_4512,0.19354838709677424,commercial metals,prestige group,False
ft_id_1332,dbpedia_3477,0.19354838709677424,huadian power international,veon,False
ft_id_1766,dbpedia_4200,0.19354838709677424,taiwan business bank,rollerblade,False
ft_id_1037,dbpedia_1985,0.19047619047619047,industries qatar,epson,False
ft_id_1047,dbpedia_5495,0.19047619047619047,equinix,transelectrica,False
ft_id_1555,dbpedia_813,0.19047619047619047,globalfoundries,sunoco,False
ft_id_196,dbpedia_1605,0.19047619047619047,telefónica,capriotti's,False
ft_id_1664,dbpedia_5514,0.19047619047619047,autodesk,bank hapoalim,False
ft_id_1568,dbpedia_6225,0.19047619047619047,kingdom holding,gunvor,False
ft_id_1604,dbpedia_6817,0.1875,check point software,oms lighting,False
ft_id_903,dbpedia_5938,0.1875,yuanta financial holding,sprinklr,False
ft_id_1757,dbpedia_425,0.18604651162790697,shandong hualu-hengsheng chemical,friuladria,False
ft_id_983,dbpedia_1414,0.18181818181818177,arrow electronics,abcam,False
ft_id_183,dbpedia_5251,0.18181818181818177,ing group,general mills,False
ft_id_573,dbpedia_4303,0.18181818181818177,jsw steel,velvet ice cream company,False
ft_id_19,dbpedia_182,0.18181818181818177,at&t,nakheel properties,False
ft_id_1531,dbpedia_3716,0.18181818181818177,nitori holdings,dradura,False
ft_id_1651,dbpedia_4023,0.18181818181818177,new york community bancorp,realogy,False
ft_id_757,dbpedia_1536,0.18181818181818177,sekisui house,standard bank malawi,False
ft_id_820,dbpedia_1768,0.18181818181818177,wipro,itaúsa,False
ft_id_1466,dbpedia_2542,0.18181818181818177,sgs,mindgeek,False
ft_id_1823,dbpedia_4511,0.18181818181818177,finecobank,pošte srpske,False
ft_id_1029,dbpedia_1441,0.18181818181818177,daiwa securities,elanco,False
ft_id_884,dbpedia_3709,0.18181818181818177,expeditors international,sotheby's,False
ft_id_1428,dbpedia_4127,0.18181818181818177,attijariwafa bank,cosan,False
ft_id_906,dbpedia_6797,0.18181818181818177,alleghany,hutchinson sa,False
ft_id_1564,dbpedia_4291,0.18181818181818177,nine dragons paper holdings,exetel,False
ft_id_682,dbpedia_3989,0.18181818181818177,riyad bank,lotte kolson,False
ft_id_373,dbpedia_5836,0.1777777777777778,woolworths,elektroprivreda bosne i hercegovine,False
ft_id_182,dbpedia_4585,0.17391304347826086,accenture,bloomberg l.p.,False
ft_id_1451,dbpedia_220,0.17391304347826086,ss&c technologies,zappos,False
ft_id_1479,dbpedia_5824,0.17391304347826086,slm,ezchip semiconductor,False
ft_id_341,dbpedia_637,0.17391304347826086,panasonic,medstar health,False
ft_id_387,dbpedia_2128,0.17391304347826086,swiss life holding,líder,False
ft_id_169,dbpedia_2428,0.17391304347826086,sk hynix,house of fraser,False
ft_id_669,dbpedia_6172,0.17391304347826086,picc,frontier california,False
ft_id_1212,dbpedia_1756,0.17391304347826086,experian,banco de bogotá,False
ft_id_1873,dbpedia_6540,0.1724137931034483,vietnam technological & commercial joint stock bank,stemcor,False
ft_id_376,dbpedia_6808,0.17142857142857137,hartford financial services,maconomy,False
ft_id_478,dbpedia_3079,0.17142857142857137,talanx,live nation (events promoter),False
ft_id_1010,dbpedia_5868,0.17142857142857137,taiwan cooperative financial,ubm plc,False
ft_id_411,dbpedia_2348,0.16666666666666663,bt group,fosen trafikklag,False
ft_id_147,dbpedia_1782,0.16666666666666663,visa,marukome,False
ft_id_1873,dbpedia_534,0.16666666666666663,vietnam technological & commercial joint stock bank,man group,False
ft_id_606,dbpedia_4867,0.16666666666666663,hikvision,jvc,False
ft_id_461,dbpedia_5816,0.16666666666666663,sunac china holdings,dena,False
ft_id_885,dbpedia_1255,0.16666666666666663,ternium,inpex,False
ft_id_521,dbpedia_5388,0.16666666666666663,williams,dfds,False
ft_id_289,dbpedia_5565,0.16666666666666663,kroger,hy-vee,False
ft_id_1251,dbpedia_998,0.16666666666666663,china gas holdings,kroger,False
ft_id_1702,dbpedia_5879,0.16666666666666663,pvh,gfi group,False
ft_id_1471,dbpedia_765,0.16666666666666663,indusind bank,scholarbuys,False
ft_id_269,dbpedia_4415,0.16666666666666663,hdfc,michelin,False
ft_id_973,dbpedia_387,0.16666666666666663,molson coors brewing,iqms,False
ft_id_1119,dbpedia_5683,0.16666666666666663,tbea,mind cti,False
ft_id_965,dbpedia_5701,0.16666666666666663,shenwan hongyuan group,"tapestry, inc.",False
ft_id_1027,dbpedia_843,0.16666666666666663,jones lang lasalle,lonrho,False
ft_id_795,dbpedia_5182,0.16666666666666663,cifi holdings group,aflac,False
ft_id_1300,dbpedia_5426,0.16216216216216217,china fortune land development,ryanair,False
ft_id_655,dbpedia_3011,0.16000000000000003,nxp semiconductors,trellix,False
ft_id_1119,dbpedia_2210,0.16000000000000003,tbea,newmarket corporation,False
ft_id_466,dbpedia_1983,0.16000000000000003,jd.com,enterprise products,False
ft_id_1373,dbpedia_5980,0.16000000000000003,wolters kluwer,"valhi, inc.",False
ft_id_448,dbpedia_1821,0.16000000000000003,norilsk nickel,mrm//mccann,False
ft_id_949,dbpedia_6483,0.15625,joint stock commercial bank for foreign trade of vietnam,gap inc.,False
ft_id_1806,dbpedia_4652,0.15384615384615385,nio,first data,False
ft_id_906,dbpedia_665,0.15384615384615385,alleghany,tsys,False
ft_id_1898,dbpedia_64,0.15384615384615385,azrieli group,ssq insurance,False
ft_id_470,dbpedia_3937,0.15384615384615385,firstrand,deva holding a.s.,False
ft_id_895,dbpedia_3962,0.15384615384615385,e-mart ,synchrony financial,False
ft_id_631,dbpedia_609,0.15384615384615385,labcorp,gordon food service,False
ft_id_565,dbpedia_2193,0.14814814814814814,kimberly-clark,aon (company),False
ft_id_1287,dbpedia_1253,0.14814814814814814,goertek,improbable (company),False
ft_id_1957,dbpedia_3536,0.14814814814814814,far eastern new century,kone,False
ft_id_718,dbpedia_889,0.14814814814814814,korea electric power,uniadex,False
ft_id_1665,dbpedia_753,0.1428571428571429,ceconomy,qualys,False
ft_id_923,dbpedia_2759,0.1428571428571429,essity,nic inc.,False
ft_id_1832,dbpedia_2747,0.1428571428571429,wsp,sumitomo dainippon pharma,False
ft_id_1984,dbpedia_2213,0.1428571428571429,li auto,verbund,False
ft_id_252,dbpedia_6029,0.1428571428571429,bayer ,coresite,False
ft_id_118,dbpedia_3152,0.1428571428571429,edf ,grünenthal,False
ft_id_1406,dbpedia_4872,0.1428571428571429,perkinelmer,jamnica (company),False
