"","name","domain","year founded","industry","size range","locality","country","linkedin url","current employee estimate","total employee estimate"
"576949","ntnu","ntnu.no","1910.0","higher education","10001+","trondheim, sor-trondelag, norway","norway","linkedin.com/company/ntnu","4843","13019"
"5976381","anglogold ashanti","anglogoldashanti.com","1998.0","mining & metals","10001+","johannesburg, gauteng, south africa","south africa","linkedin.com/company/anglogold-ashanti","4842","10011"
"1844954","td ameritrade","tdameritrade.com","1975.0","financial services","5001 - 10000","omaha, nebraska, united states","united states","linkedin.com/company/td-ameritrade","4840","10585"
"4376440","michael kors","michaelkors.com","1981.0","apparel & fashion","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/michael-kors","4838","17591"
"1182613","fiverr (fiverr.com)","fiverr.com","2010.0","internet","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/fiverr-com","4835","6109"
"5193540","university of cape town","uct.ac.za","1829.0","higher education","10001+","rondebosch, western cape, south africa","south africa","linkedin.com/company/university-of-cape-town","4832","11838"
"535576","deloitte australia","deloitte.com.au","","management consulting","5001 - 10000","sydney, new south wales, australia","australia","linkedin.com/company/deloitte-australia","4830","13897"
"3462272","lonza","lonza.com","1897.0","biotechnology","10001+","basel, basel-city, switzerland","switzerland","linkedin.com/company/lonza","4823","9426"
"414621","afpa","afpa.fr","1966.0","professional training & coaching","10001+","montreuil, ile-de-france, france","france","linkedin.com/company/afpa","4821","9288"
"2592659","praxair","praxair.com","1907.0","chemicals","5001 - 10000","danbury, connecticut, united states","united states","linkedin.com/company/praxairinc","4821","11230"
"3011539","sobeys","sobeyscareers.com","1907.0","retail","5001 - 10000","stellarton, nova scotia, canada","canada","linkedin.com/company/sobeys","4819","12429"
"2703310","nsw health","","","hospital & health care","10001+","","","linkedin.com/company/nsw-health","4818","7550"
"822937","john lewis","johnlewispartnership.co.uk","1864.0","retail","5001 - 10000","london, london, united kingdom","united kingdom","linkedin.com/company/john-lewis","4815","17536"
"1988464","abm industries","abm.com","1909.0","facilities services","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/abm-industries","4814","9169"
"2053034","twitter","twitter.com","2006.0","internet","5001 - 10000","san francisco, california, united states","united states","linkedin.com/company/twitter","4813","8985"
"4650903","u.s. army network enterprise technology command","osd.mil","1995.0","military","5001 - 10000","sam houston, texas, united states","united states","linkedin.com/company/us-army-network-enterprise-technology-command","4813","5836"
"7150928","ul","ul.com","1894.0","public safety","5001 - 10000","northbrook, illinois, united states","united states","linkedin.com/company/ul-","4811","9459"
"1053574","cae","cae.com","1947.0","aviation & aerospace","5001 - 10000","montréal, quebec, canada","canada","linkedin.com/company/cae","4810","11783"
"4954911","universidade paulista","unip.br","1988.0","higher education","10001+","sao paulo, sao paulo, brazil","brazil","linkedin.com/company/unip","4807","9489"
"809145","dar al-handasah (shair and partners)","dargroup.com","1956.0","design","10001+","beirut, beyrouth, lebanon","lebanon","linkedin.com/company/dar-al-handasah","4806","9180"
"3134180","ministry of health saudi arabia","moh.gov.sa","1915.0","government administration","10001+","riyadh, ar riyāḑ, saudi arabia","saudi arabia","linkedin.com/company/ministry-of-health-saudi-arabia","4805","6541"
"2633704","porto seguro","portoseguro.com.br","1945.0","insurance","10001+","","","linkedin.com/company/porto-seguro","4804","11038"
"6567741","community health systems","chs.net","1985.0","hospital & health care","5001 - 10000","franklin, tennessee, united states","united states","linkedin.com/company/community-health-systems","4802","9446"
"744701","csx","csx.com","1980.0","transportation/trucking/railroad","5001 - 10000","jacksonville, florida, united states","united states","linkedin.com/company/csx-transportation","4795","8383"
"337106","arbetsförmedlingen","arbetsformedlingen.se","","government administration","10001+","stockholm, stockholms lan, sweden","sweden","linkedin.com/company/arbetsformedlingen","4795","7720"
"6201765","brown university","brown.edu","","higher education","5001 - 10000","providence, rhode island, united states","united states","linkedin.com/company/brown-university","4792","15358"
"5589914","wellstar health system","wellstar.org","1997.0","hospital & health care","5001 - 10000","marietta, georgia, united states","united states","linkedin.com/company/wellstar-health-system","4790","8056"
"117328","akamai technologies","akamai.com","1998.0","internet","5001 - 10000","cambridge, massachusetts, united states","united states","linkedin.com/company/akamai-technologies","4789","8772"
"1319450","bunge","bunge.com","1818.0","food production","5001 - 10000","white plains, new york, united states","united states","linkedin.com/company/bunge","4786","12285"
"2271809","jumbo supermarkten","jumbo.com","","retail","10001+","","","linkedin.com/company/jumbo-supermarkten","4780","17500"
"4364252","astellas pharma","astellas.us","2005.0","pharmaceuticals","5001 - 10000","northbrook, illinois, united states","united states","linkedin.com/company/astellas-pharma","4777","9706"
"4212015","celestica","celestica.com","1994.0","electrical/electronic manufacturing","5001 - 10000","toronto, ontario, canada","canada","linkedin.com/company/celestica","4776","14968"
"608483","telia company","teliacompany.com","1853.0","telecommunications","10001+","solna, stockholm, sweden","sweden","linkedin.com/company/teliacompany","4775","13842"
"385803","bright horizons","brighthorizons.com","1986.0","education management","5001 - 10000","watertown, massachusetts, united states","united states","linkedin.com/company/bright-horizons","4774","10696"
"6475826","hy-vee","hy-vee.com","1930.0","supermarkets","5001 - 10000","west des moines, iowa, united states","united states","linkedin.com/company/hy-vee","4771","12492"
"1514600","safran aircraft engines","safran-aircraft-engines.com","","aviation & aerospace","10001+","courcouronnes, ile-de-france, france","france","linkedin.com/company/safran-aircraft-engines","4770","11362"
"5122664","indiana university health","iuhealthbloomington.org","1997.0","hospital & health care","5001 - 10000","indianapolis, indiana, united states","united states","linkedin.com/company/indiana-university-health","4769","9295"
"6108000","burlington stores, inc.","burlingtonstores.com","1972.0","retail","5001 - 10000","burlington, new jersey, united states","united states","linkedin.com/company/burlington-coat-factory","4769","11992"
"5555152","godrej & boyce mfg. co. ltd.","godrejandboyce.com","1897.0","consumer goods","10001+","bombay, maharashtra, india","india","linkedin.com/company/godrej","4765","11231"
"5534319","ejercito nacional de colombia","ejercito.mil.co","","security and investigations","10001+","","","linkedin.com/company/ejercito-nacional-de-colombia","4763","6680"
"2250858","blackberry","blackberry.com","1984.0","telecommunications","5001 - 10000","waterloo, ontario, canada","canada","linkedin.com/company/blackberry","4759","24049"
"2711954","aircel","aircel.com","1999.0","telecommunications","10001+","gurgaon, haryana, india","india","linkedin.com/company/aircel","4759","10589"
"3003684","austin independent school district","austinisd.org","","primary/secondary education","5001 - 10000","austin, texas, united states","united states","linkedin.com/company/aisd","4757","8537"
"3553896","consulting&coaching","thetrainingbox.eu.com","","management consulting","10001+","judenburg, styria, austria","austria","linkedin.com/company/consulting&coaching","4753","4884"
"177137","denver public schools","dpsk12.org","1902.0","primary/secondary education","5001 - 10000","denver, colorado, united states","united states","linkedin.com/company/denver-public-schools","4752","8655"
"1248255","federal-mogul","federalmogul.com","1899.0","automotive","5001 - 10000","southfield, michigan, united states","united states","linkedin.com/company/federal-mogul-corporation","4751","12443"
"1553053","construction industry","construction-eg.com","","construction","10001+","","","linkedin.com/company/construction","4751","5582"
"3836411","sony music entertainment","sonymusic.com","1888.0","music","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/sony-music-entertainment","4750","19246"
"3413530","university of amsterdam","uva.nl","","research","10001+","amsterdam, noord-holland, netherlands","netherlands","linkedin.com/company/university-of-amsterdam","4747","16883"
"4700377","federal government","firstnorfolk.org","","information technology and services","10001+","","","linkedin.com/company/federal-government","4746","5690"
"2544702","niit limited","niit.com","1981.0","education management","10001+","gurgaon, haryana, india","india","linkedin.com/company/niit-limited","4744","16271"
"9696","gensler","gensler.com","1965.0","architecture & planning","5001 - 10000","san francisco, california, united states","united states","linkedin.com/company/gensler","4743","11097"
"4776301","virginia commonwealth university","vcu.edu","1838.0","higher education","5001 - 10000","richmond, virginia, united states","united states","linkedin.com/company/virginia-commonwealth-university","4742","12956"
"3335742","british gas","britishgas.co.uk","1997.0","oil & energy","5001 - 10000","hayes, hillingdon, united kingdom","united kingdom","linkedin.com/company/british-gas","4741","15789"
"2317281","hyatt regency","","","hospitality","10001+","","","linkedin.com/company/hyatt-regency","4738","17420"
"837943","iag","iag.com.au","","insurance","5001 - 10000","sydney, new south wales, australia","australia","linkedin.com/company/iag","4732","11632"
"6975516","liberty group south africa","liberty.co.za","1956.0","insurance","10001+","braamfontein, eastern cape, south africa","south africa","linkedin.com/company/liberty-group","4730","8060"
"1988782","emirates nbd","emiratesnbd.com","1963.0","banking","10001+","dubai, dubai, united arab emirates","united arab emirates","linkedin.com/company/emirates-nbd","4729","9345"
"638814","louisiana state university","lsu.edu","1860.0","higher education","5001 - 10000","baton rouge, louisiana, united states","united states","linkedin.com/company/louisiana-state-university","4725","14685"
"5449672","the university of alabama","ua.edu","1831.0","higher education","5001 - 10000","tuscaloosa, alabama, united states","united states","linkedin.com/company/university-of-alabama","4723","14239"
"5177317","meb li̇se öğretmenleri̇","gokhandemir.com","2002.0","e-learning","10001+","","","linkedin.com/company/g-khan-demir-zel-ders-b-rosu","4723","5140"
"1703429","university of helsinki","helsinki.fi","","research","10001+","helsinki, uusimaa, finland","finland","linkedin.com/company/university-of-helsinki","4722","11476"
"1501284","propia","m8j.es","2009.0","architecture & planning","10001+","madrid, madrid, spain","spain","linkedin.com/company/propia_3","4720","4978"
"7030302","bii","bii.co.id","1959.0","banking","10001+","jakarta, jakarta raya, indonesia","indonesia","linkedin.com/company/bank-internasional-indonesia","4719","6243"
"672864","cmc ltd","cmcltd.com","1975.0","information technology and services","10001+","hyderabad, andhra pradesh, india","india","linkedin.com/company/cmc-ltd","4718","16757"
"1789003","international committee of the red cross - icrc","icrc.org","1863.0","non-profit organization management","10001+","geneva, geneva, switzerland","switzerland","linkedin.com/company/icrc","4713","9642"
"5938923","xpo logistics, inc.","xpo.com","2011.0","logistics and supply chain","5001 - 10000","greenwich, connecticut, united states","united states","linkedin.com/company/xpologistics","4712","7332"
"3257739","ministerio de educación del perú - minedu","minedu.gob.pe","","education management","10001+","lima, lima region, peru","peru","linkedin.com/company/oinfe---ministerio-de-educacion","4710","6647"
"998046","igt","igt.com","1974.0","computer software","5001 - 10000","las vegas, nevada, united states","united states","linkedin.com/company/igt","4709","10458"
"607332","tenaris","tenaris.com","2002.0","oil & energy","5001 - 10000","houston, texas, united states","united states","linkedin.com/company/tenaris","4706","11366"
"347964","deakin university","deakin.edu.au","1974.0","higher education","5001 - 10000","burwood, victoria, australia","australia","linkedin.com/company/deakin-university","4705","9813"
"4849499","depuy synthes companies","depuysynthes.com","","medical devices","5001 - 10000","raynham, massachusetts, united states","united states","linkedin.com/company/depuysynthes","4703","10870"
"6549373","georgetown university","georgetown.edu","","higher education","5001 - 10000","washington, district of columbia, united states","united states","linkedin.com/company/georgetown-university","4700","15545"
"2730740","karolinska institutet","ki.se","1810.0","higher education","10001+","stockholm, stockholm, sweden","sweden","linkedin.com/company/karolinska-institutet","4699","10472"
"6835708","ocbc bank","ocbc.com","1932.0","banking","10001+","","singapore","linkedin.com/company/ocbc-bank","4699","12348"
"7110911","tcs e-serve international ltd.","","1993.0","outsourcing/offshoring","10001+","bombay, maharashtra, india","india","linkedin.com/company/tcs-e-serve-international-ltd","4698","8038"
"1553997","alorica","alorica.com","1999.0","outsourcing/offshoring","5001 - 10000","irvine, california, united states","united states","linkedin.com/company/alorica","4698","11768"
"6648241","hub international","hubinternational.com","1998.0","insurance","5001 - 10000","chicago, illinois, united states","united states","linkedin.com/company/hub-international","4694","7793"
"582232","express","express.com","1980.0","retail","5001 - 10000","columbus, ohio, united states","united states","linkedin.com/company/express-llc","4694","23117"
"879119","itt technical institute","itt-tech.edu","1946.0","higher education","10001+","","","linkedin.com/company/itt-technical-institute","4691","19677"
"4373310","henry schein","henryschein.com","1932.0","medical devices","5001 - 10000","melville, new york, united states","united states","linkedin.com/company/henry-schein","4690","8506"
"5164618","united technologies","","1934.0","aviation & aerospace","5001 - 10000","farmington, connecticut, united states","united states","linkedin.com/company/united-technologies","4685","13147"
"6834389","sony electronics","sonyjobs.com","1945.0","consumer electronics","5001 - 10000","san diego, california, united states","united states","linkedin.com/company/sony-electronics","4684","16973"
"3916780","j.b. hunt transport, inc.","jbhunt.com","1961.0","transportation/trucking/railroad","5001 - 10000","lowell, arkansas, united states","united states","linkedin.com/company/jb-hunt-transport-services-inc","4684","9110"
"5263666","max life insurance company limited","maxlifeinsurance.com","2000.0","insurance","10001+","gurgaon, haryana, india","india","linkedin.com/company/max-life-insurance-company-limited","4683","10484"
"1244665","s.f. express co. ltd","sf-express.com","1993.0","logistics and supply chain","10001+","shenzhen, guangdong, china","china","linkedin.com/company/shunfeng-airlines","4682","5499"
"2096333","flight centre","flightcentre.com.au","1981.0","leisure, travel & tourism","5001 - 10000","brisbane, queensland, australia","australia","linkedin.com/company/flight-centre","4681","12522"
"1466267","aafes","shopmyexchange.com","1895.0","retail","5001 - 10000","dallas, texas, united states","united states","linkedin.com/company/the-exchange_1","4673","8854"
"3592706","discovery limited","discovery.co.za","1992.0","financial services","10001+","sandton, gauteng, south africa","south africa","linkedin.com/company/discovery-limited","4672","8058"
"1753191","embratel","embratel.com.br","1965.0","telecommunications","10001+","rio de janeiro, rio de janeiro, brazil","brazil","linkedin.com/company/embratel","4666","12065"
"4187303","mutual of omaha","mutualofomaha.com","1909.0","insurance","5001 - 10000","omaha, nebraska, united states","united states","linkedin.com/company/mutual-of-omaha","4660","10668"
"3989736","shaw industries","shawfloors.com","","textiles","5001 - 10000","dalton, georgia, united states","united states","linkedin.com/company/shaw-industries","4658","8172"
"5600138","peel district school board","peelschools.org","","primary/secondary education","5001 - 10000","mississauga, ontario, canada","canada","linkedin.com/company/peel-district-school-board","4657","6058"
"5275482","banco sabadell","grupobancosabadell.com","1881.0","banking","10001+","sabadell, catalonia, spain","spain","linkedin.com/company/banco-sabadell","4656","8895"
"1195734","state of florida","","","government administration","10001+","","","linkedin.com/company/state-of-florida","4656","7680"
"4393962","itc infotech","itcinfotech.com","2000.0","information technology and services","10001+","bangalore, karnataka, india","india","linkedin.com/company/itc-infotech","4653","10729"
"4061689","indeed.com","indeed.com","2004.0","internet","5001 - 10000","austin, texas, united states","united states","linkedin.com/company/indeed-com","4653","6583"
"4816141","mary kay inc.","","","cosmetics","10001+","","","linkedin.com/company/marykayglobal","4652","5619"
"1597388","neiman marcus","neimanmarcus.com","1907.0","retail","5001 - 10000","dallas, texas, united states","united states","linkedin.com/company/neiman-marcus","4651","15081"
"87036","ministerie van veiligheid en justitie","rijksoverheid.nl","","government administration","10001+","the hague, zuid-holland, netherlands","netherlands","linkedin.com/company/ministerie-van-justitie-en-veiligheid-","4648","10367"
"104204","grundfos","grundfos.com","1945.0","mechanical or industrial engineering","10001+","bjerringbro, midtjylland, denmark","denmark","linkedin.com/company/grundfos-holding-a-s","4647","9789"
"1506045","polaris financial technology limited","polarisft.com","1993.0","information technology and services","10001+","chennai, tamil nadu, india","india","linkedin.com/company/polaris-financial-technologylimited","4646","13798"
"774428","bosch rexroth","boschrexroth.com","","industrial automation","10001+","lohr am main, bavaria, germany","germany","linkedin.com/company/bosch-rexroth","4645","12126"
"3052083","teletech","ttec.nl","1995.0","computer hardware","5001 - 10000","englewood, colorado, united states","united states","linkedin.com/company/ttec","4642","22565"
"6465513","milli eğitim","ibu.edu.tr","","food & beverages","10001+","","","linkedin.com/company/milli-e-itim","4640","4988"
"4064039","mitre","mitre.org","1958.0","information technology and services","5001 - 10000","bedford, massachusetts, united states","united states","linkedin.com/company/mitre","4638","8381"
"285622","university of nebraska–lincoln","unl.edu","1869.0","higher education","5001 - 10000","lincoln, nebraska, united states","united states","linkedin.com/company/university-of-nebraska-lincoln","4635","13594"
"2262923","orlando health","orlandohealth.com","1918.0","hospital & health care","5001 - 10000","orlando, florida, united states","united states","linkedin.com/company/orlando-health","4635","8053"
"3511474","stockholms stad","stockholm.se","","government administration","10001+","stockholm, stockholms lan, sweden","sweden","linkedin.com/company/stockholmsstad","4634","8773"
"6467257","fresenius kabi","fresenius-kabi.com","1999.0","pharmaceuticals","10001+","bad homburg, hessen, germany","germany","linkedin.com/company/freseniuskabi","4629","10027"
"2945208","baptist health south florida","baptisthealth.net","","hospital & health care","5001 - 10000","coral gables, florida, united states","united states","linkedin.com/company/baptist-health-south-florida-located-in-miami-florida","4626","7235"
"1713312","ee","ee.co.uk","2012.0","telecommunications","5001 - 10000","hatfield, hertford, united kingdom","united kingdom","linkedin.com/company/ee-uk","4625","10782"
"1500321","mattel, inc.","mattel.com","1945.0","consumer goods","5001 - 10000","el segundo, california, united states","united states","linkedin.com/company/mattel","4624","14645"
"4320140","steel authority of india limited","sail.co.in","","mining & metals","10001+","","","linkedin.com/company/steel-authority-of-india-limited","4623","8968"
"7094970","starcom","starcomww.com","","marketing and advertising","5001 - 10000","chicago, illinois, united states","united states","linkedin.com/company/starcom1","4621","16607"
"864089","queensland university of technology","qut.edu.au","1989.0","higher education","5001 - 10000","brisbane, queensland, australia","australia","linkedin.com/company/queensland-university-of-technology","4620","11593"
"3775839","antel","antel.com.uy","1974.0","telecommunications","10001+","montevideo, montevideo, uruguay","uruguay","linkedin.com/company/antel","4618","5252"
"2113154","nestlé purina north america","nestlepurinacareers.com","1894.0","consumer goods","5001 - 10000","st. louis, missouri, united states","united states","linkedin.com/company/nestl-purina-north-america","4617","10401"
"7145969","nuance communications","nuance.com","1992.0","computer software","5001 - 10000","burlington, massachusetts, united states","united states","linkedin.com/company/nuance-communications","4617","9645"
"3906137","university of utah","utah.edu","","higher education","5001 - 10000","salt lake city, utah, united states","united states","linkedin.com/company/university-of-utah---employment","4614","14162"
"3275675","ugl","","2009.0","public policy","10001+","","","linkedin.com/company/ugl","4613","4719"
"4049225","garanti bank","garanti.com.tr","1946.0","banking","10001+","i̇stanbul, istanbul, turkey","turkey","linkedin.com/company/garanti-bank","4611","12069"
"6717428","miami university","miamioh.edu","1809.0","higher education","5001 - 10000","oxford, ohio, united states","united states","linkedin.com/company/miami-university","4610","14867"
"2029515","bmc software","bmc.com","1980.0","information technology and services","5001 - 10000","houston, texas, united states","united states","linkedin.com/company/bmc-software","4600","14956"
"6540966","mediacom","mediacom.com","1988.0","marketing and advertising","5001 - 10000","london, greater london, united kingdom","united kingdom","linkedin.com/company/mediacom","4599","13640"
"1928504","nypd","","","law enforcement","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/new-york-city-police-department","4598","9457"
"6578466","utmb","utmb.edu","1891.0","hospital & health care","5001 - 10000","galveston, texas, united states","united states","linkedin.com/company/utmb","4597","8687"
"3110080","princess cruises","princess.com","1965.0","leisure, travel & tourism","5001 - 10000","santa clarita, california, united states","united states","linkedin.com/company/princess-cruises","4597","12653"
"1527289","uhs","uhsinc.com","1978.0","hospital & health care","5001 - 10000","king of prussia, pennsylvania, united states","united states","linkedin.com/company/uhs","4597","7949"
"680411","stony brook university","stonybrook.edu","1957.0","higher education","5001 - 10000","stony brook, new york, united states","united states","linkedin.com/company/stony-brook-university","4596","13795"
"876197","auburn university","auburn.edu","1856.0","higher education","5001 - 10000","auburn, alabama, united states","united states","linkedin.com/company/auburn-university","4595","13682"
"3221858","university of barcelona","ub.edu","","research","10001+","barcelona, catalonia, spain","spain","linkedin.com/company/university-of-barcelona","4590","11677"
"6178404","universidade estadual de campinas","unicamp.br","","research","10001+","sao paulo, sao paulo, brazil","brazil","linkedin.com/company/universidade-estadual-de-campinas","4586","10385"
"5824435","b/e aerospace","beaerospace.com","1987.0","aviation & aerospace","5001 - 10000","wellington, florida, united states","united states","linkedin.com/company/be-aerospace","4586","9094"
"1149534","discovery communications","discovery.com","1985.0","entertainment","10001+","","","linkedin.com/company/discoveryinc","4585","15586"
"5178055","sasktel.net","sasktel.net","","education management","5001 - 10000","regina, saskatchewan, canada","canada","linkedin.com/company/sasktel-net","4585","4649"
"4584533","profesional independiente","estudiobacaicoa.com.ar","2004.0","accounting","10001+","","","linkedin.com/company/profesional-independiente","4585","5036"
"2256751","generali italia s.p.a.","generali.it","","insurance","10001+","","","linkedin.com/company/generaliitalia","4584","10963"
"5567464","acosta sales & marketing","acosta.com","1927.0","consumer goods","5001 - 10000","jacksonville, florida, united states","united states","linkedin.com/company/acosta","4583","9699"
"2366379","bnp paribas cardif","bnpparibascardif.com","1973.0","insurance","10001+","nanterre, ile-de-france, france","france","linkedin.com/company/bnp-paribas-cardif","4583","10409"
"6242662","tenet healthcare","tenethealth.com","","hospital & health care","5001 - 10000","dallas, texas, united states","united states","linkedin.com/company/tenet-healthcare","4583","10659"
"2228143","university of bristol","bristol.ac.uk","","higher education","5001 - 10000","bristol, bristol, united kingdom","united kingdom","linkedin.com/company/university-of-bristol","4580","12049"
"3436834","industrial and commercial bank of china","icbc.com.cn","1984.0","banking","10001+","peking, beijing, china","china","linkedin.com/company/icbc_2","4579","11275"
"3680154","drexel university","drexel.edu","1891.0","higher education","5001 - 10000","philadelphia, pennsylvania, united states","united states","linkedin.com/company/drexel-university","4579","14304"
"3941993","tiffany & co.","tiffany.com","1837.0","luxury goods & jewelry","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/tiffany-and-co","4575","12495"
"4597650","fraser health authority","fraserhealth.ca","2001.0","hospital & health care","5001 - 10000","surrey, british columbia, canada","canada","linkedin.com/company/fraser-health-authority","4574","6674"
"5350751","public sector","","","government administration","10001+","","","linkedin.com/company/public-sector","4570","5408"
"83429","hospira","hospira.com","2004.0","pharmaceuticals","5001 - 10000","lake forest, illinois, united states","united states","linkedin.com/company/hospira","4567","13779"
"1920560","telcel","telcel.com","","telecommunications","10001+","granada, andalucia, spain","mexico","linkedin.com/company/telcel","4567","8680"
"3815368","none - in transitional stage!","nicolas-forestier.fr","","import and export","10001+","","","linkedin.com/company/none---in-transitional-stage-","4566","5065"
"5447932","other","oceantechnology.co.kr","","information technology and services","10001+","","","linkedin.com/company/other","4565","5365"
"4376641","ibm canada","","1911.0","information technology and services","10001+","","","linkedin.com/company/ibm-canada-ltd","4562","18460"
"782440","personal","","","information technology and services","10001+","","","linkedin.com/company/personal_4","4557","4981"
"2833130","lpl financial","lpl.com","1989.0","financial services","5001 - 10000","san diego, california, united states","united states","linkedin.com/company/lpl-financial","4555","9643"
"2248051","investors group","investorsgroup.com","","financial services","5001 - 10000","winnipeg, manitoba, canada","canada","linkedin.com/company/investors-group","4554","10241"
"6165628","university of sheffield","sheffield.ac.uk","1905.0","higher education","5001 - 10000","south yorkshire, rotherham, united kingdom","united kingdom","linkedin.com/company/university-of-sheffield","4553","12406"
"3174021","eastman kodak","kodak.com","1892.0","printing","5001 - 10000","rochester, new york, united states","united states","linkedin.com/company/eastman-kodak","4550","28950"
"7094934","psav","psav.com","1937.0","events services","5001 - 10000","schiller park, illinois, united states","united states","linkedin.com/company/psav","4549","8897"
"3129658","tata technologies","tatatechnologies.com","1989.0","information technology and services","10001+","grand rapids, michigan, united states","singapore","linkedin.com/company/tata-technologies","4547","9670"
"482229","exército brasileiro","","1822.0","military","10001+","","","linkedin.com/company/ex-rcito-brasileiro","4546","11419"
"2620736","western university","westernu.ca","1878.0","higher education","5001 - 10000","london, ontario, canada","canada","linkedin.com/company/westernuniversity","4544","14053"
"4081583","blue cross blue shield of michigan","bcbsm.com","","insurance","10001+","","","linkedin.com/company/blue-cross-blue-shield-of-michigan","4543","8863"
"3071050","beiersdorf","beiersdorf.com","1882.0","cosmetics","10001+","hamburg, hamburg, germany","germany","linkedin.com/company/beiersdorf","4541","12939"
"975063","albert heijn","ah.nl","1887.0","retail","10001+","noord, noord-brabant, netherlands","netherlands","linkedin.com/company/albert-heijn","4539","18060"
"2755392","tsmc","tsmc.com","1987.0","semiconductors","10001+","","","linkedin.com/company/tsmc","4536","7782"
"6498298","xl catlin","xlcatlin.com","1986.0","insurance","10001+","","bermuda","linkedin.com/company/xl-catlin","4534","8792"
"3116289","broadridge","broadridge.com","1962.0","financial services","5001 - 10000","lake success, new york, united states","united states","linkedin.com/company/broadridge-financial-solutions","4533","9050"
"5688028","ninguno","mercadehoweb.com","","professional training & coaching","10001+","","","linkedin.com/company/ninguno","4533","6113"
"7034633","valero energy corporation","valero.com","1980.0","oil & energy","5001 - 10000","san antonio, texas, united states","united states","linkedin.com/company/valero-energy-corporation","4533","8445"
"6500781","education queensland","dete.qld.gov.au","","government administration","10001+","","","linkedin.com/company/department-of-education-&-training-qld","4532","5350"
"5928877","university of waterloo","","","higher education","10001+","","","linkedin.com/company/uwaterloo","4529","17823"
"1103422","swarovski","swarovskigroup.com","1895.0","luxury goods & jewelry","10001+","mannedorf, zurich, switzerland","switzerland","linkedin.com/company/swarovski","4526","12848"
"1126036","darden","darden.com","","restaurants","5001 - 10000","orlando, florida, united states","united states","linkedin.com/company/darden-restaurants","4526","13732"
"3569423","edelman","edelman.com","1952.0","public relations and communications","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/edelman","4523","18756"
"6062789","u.s. army reserve","","","military","10001+","","","linkedin.com/company/u-s--army-reserve","4523","9358"
"936964","andritz","andritz.com","1852.0","machinery","10001+","graz, styria, austria","austria","linkedin.com/company/andritz","4522","8255"
"2610280","glg (gerson lehrman group)","glg.it","1998.0","information services","5001 - 10000","new york, new york, united states","united states","linkedin.com/company/glg","4515","7625"
"3988529","hospital & healthcare brazil","hhealth.com.br","2010.0","management consulting","10001+","sao paulo, sao paulo, brazil","brazil","linkedin.com/company/hospital","4513","4924"
"6044113","ufrj","ufrj.br","1920.0","higher education","10001+","cidade universitaria, rio de janeiro, brazil","brazil","linkedin.com/company/ufrj","4513","8920"
"5076540","bose corporation","bose.com","1964.0","consumer electronics","5001 - 10000","framingham, massachusetts, united states","united states","linkedin.com/company/bose-corporation","4509","12740"
"4751105","maruti suzuki india limited","marutisuzuki.com","1983.0","automotive","10001+","new delhi, delhi, india","india","linkedin.com/company/maruti-udyog-limited","4507","9895"
"6707662","factset","factset.com","1978.0","computer software","5001 - 10000","norwalk, connecticut, united states","united states","linkedin.com/company/factset","4505","8676"
"6415085","airgas","airgas.com","1982.0","chemicals","5001 - 10000","radnor, pennsylvania, united states","united states","linkedin.com/company/airgas","4504","7568"
"104415","waitrose","waitrose.com","1904.0","retail","5001 - 10000","berks, west berkshire, united kingdom","united kingdom","linkedin.com/company/waitrose","4504","18696"
"6120490","transcanada","transcanada.com","1951.0","oil & energy","5001 - 10000","calgary, alberta, canada","canada","linkedin.com/company/transcanada","4501","9316"
"6684550","state of delaware","delaware.gov","","government administration","5001 - 10000","dover, delaware, united states","united states","linkedin.com/company/state-of-delaware","4500","6043"
"2014135","danfoss","danfoss.com","","mechanical or industrial engineering","10001+","nordborg, syddanmark, denmark","denmark","linkedin.com/company/danfoss","4500","10709"
"4774326","university of southampton","southampton.ac.uk","","higher education","5001 - 10000","hampshire, hampshire, united kingdom","united kingdom","linkedin.com/company/university-of-southampton","4499","12221"
"7169590","essar","essar.com","1969.0","oil & energy","10001+","bombay, maharashtra, india","india","linkedin.com/company/essar","4498","10640"
"7041890","a.p. moller - maersk","maersk.com","1904.0","international trade and development","10001+","copenhagen, capital region, denmark","denmark","linkedin.com/company/maersk-group","4497","14751"
"2959425","indian army","indianarmyofficers.com","","defense & space","10001+","","","linkedin.com/company/indian-army","4496","9567"
"6381730","next group plc","next.co.uk","1982.0","retail","5001 - 10000","leicester, leicestershire, united kingdom","united kingdom","linkedin.com/company/next-group-plc","4494","25762"
"298712","telmex","telmex.com","1947.0","telecommunications","10001+","jersey city, new jersey, united states","mexico","linkedin.com/company/telmex","4493","8911"
"5245297","oficina privada","","","law practice","5001 - 10000","puerto rico, texas, united states","united states","linkedin.com/company/oficina-privada","4492","4695"
"2382877","state of indiana","in.gov","1816.0","government relations","5001 - 10000","indianapolis, indiana, united states","united states","linkedin.com/company/state-of-indiana","4491","8212"
"4336657","private company","privatecompany.com","2014.0","design","5001 - 10000","panama city beach, florida, united states","united states","linkedin.com/company/panama-vapor","4491","4903"
